,title,company_name,company_code,category,report_date,suggestion,writer,report_corp,target_est,current_est,current_est_date,summary,keywords,pdf_link,pdf_id
282,고객사 확대 및 기판 증설 수혜로 성장성 가시화,인텍플러스,064290,특수 목적용 기계 제조,2022-04-26,NR,이상헌,하이투자증권,0,27400,2022-04-22,"올해 K-IFRS 연결기준 매출액 1,415억원, 영업이익 312억원으로 실적 개선이 지속될 것으로 예상되며 반도체 패키지 분야의 경우 지난해 대만, 중국 OSAT 향 판매 증가로 인해 매출이 전년대비 110.1% 증가한 563 억원을 기록하면서 전체적인 매출상승을 이끌었다.",고객 수혜 올해 증설 성장 메이저 반도체 분야 패키지 검사 장비 밸류 레벨 가시 대만 중국 판매 고도화 트렌드 메모리 모듈 변경 신제품 발생 업체 환경 라인업 이차전지 사의 공정 면서 수주 잔고,https://markets.hankyung.com/pdf/2022/04/800f205b32f1d86579a0e3af243d35e9,800f205b32f1d86579a0e3af243d35e9
283,1Q22Review: 기대 이하의 비용 전가 능력,현대모비스,012330,자동차 부품,2022-04-25,BUY,이재일,유진투자증권,315000,213000,2022-04-22,1분기 완성차 생산량 감소에도 불구하고 매출액은 전년비 15.2% 상승하였으나 물류비가 대폭 증가하여 수익성은 악화되었다.,물류 완성 생산 환율 원자재 성은 악화 모듈 통제 능력 의문 부분 대수 믹스 달러 년비 요약 동화 부품 제조 조립 조원 우호 대폭 긍정 사상 최대 운송 발표 최저 인상 시차 속도 연초 하락 우려 상당 구조 여지,https://markets.hankyung.com/pdf/2022/04/5f89572c476a869734b05453f655e38d,5f89572c476a869734b05453f655e38d
284,로열티 매출 급증으로 성장 궤도 진입 성공 Valuation 매력 보유,칩스앤미디어,094360,반도체 제조,2022-04-25,NR,박종선,유진투자증권,0,22300,2022-04-22,"1분기 실적 잠정실적(연결기준)은 매출액 51억원, 영업이익 11억원을 기록하였으며 이는 전년동기대비 매출액은 26.1%, 영업이익은 187.3% 증가하며 큰 폭의 실적을 보였다.",로열티 긍정 안정 글로벌 라이선스 계약 급증 거래 발표 잠정 성장 정치 양호 연속 달성 미국 중국 중심 자동차 가전 발생 적임 비수 기이 제조업체 플랫폼 기업 업체 해외 대감 상승세,https://markets.hankyung.com/pdf/2022/04/332833080df784d453fa07e871cd848a,332833080df784d453fa07e871cd848a
285,"아쉬운 1분기 실적, 주택과 수주 실적은 순항",현대건설,000720,토목 건설,2022-04-25,BUY,김기룡,유안타증권,62000,44150,2022-04-22,"현대건설은 1분기 주택 분양 및 수주 실적에서 전년동기대비 44.0% 감소한 576억원을 기록하였으며 이는 HPC 현장의 준공정산 지연과 SOC 사업 물량 증가에 따른 원가 상승으로 인해 영업이익 879억원, 당기순이익 567억원으로 집계되었다.",주택 수주 국내 대형 현장 해외 현대 건설 분양 준공 기여 손익 부진 요인 순항 세대 최대 잔고 레벨 성과 개포 단지 공백 사우디 파나마 메트로 동기 정산 지연 대곡 소사 복선전철 물량 엔지니어링 가이던스 달성 건축 신규 호조 사상 재차 경신 괄목 필리핀 남북 철도 카타르 석유화학 연내 파이프라인,https://markets.hankyung.com/pdf/2022/04/a9bd60aec8d7f76a46c53efcc19e9c38,a9bd60aec8d7f76a46c53efcc19e9c38
286,외환 매매 경쟁력이 두드러진 실적,하나금융지주,086790,기타 금융,2022-04-25,BUY,정태준,유안타증권,61000,48750,2022-04-22,"동사는 비이자이익이 전년동기대비 6.3, 전분기 대비 23.6% 증가하며 추정치 부합.",정치 제외 매매 이자 충당금 대손 분법 법인세 환급 양호 외환 경쟁력 바탕 달성 한편 발표 이전 규모 사주 소각 결정 주주 환원 정책 의지 강화 긍정 그룹 카드 대출 자산 감축 은행 성공 수수료 달리 판매 관리 이례 희망 퇴직 비율 전입 여기 코로나 상적 동기 유사,https://markets.hankyung.com/pdf/2022/04/ab1eeabea017e46b349470cec4215a17,ab1eeabea017e46b349470cec4215a17
287,일회성 비용에도 컨센서스 상회,우리금융지주,316140,기타 금융,2022-04-25,BUY,정태준,유안타증권,18000,16200,2022-04-22,비이자이익과 판관비가 양호했고 경상적인 대손비용률이 15bps까지 하락하여 MG 손해보험 관련 충당금은 향후 매각 등을 통해 환입될 수 있기 때문에 우려 요인은 아니라는 판단.,정치 충당금 대손 손해 보험 이자 손익 양호 상적 코로나 달성 은행 성장 대출 부진 판관 하락 서프라이즈 매각 환입 우려 요인 자회사 인수 가능성 원화 출금 가계 그룹 유가 증권 금리 증시 수수료 상쇄 외환 파생 채권 매매 호조 기여 판매 관리 비율 전입 적립 제외 불과,https://markets.hankyung.com/pdf/2022/04/9807de65e36e90f031a9134366ea25cf,9807de65e36e90f031a9134366ea25cf
288,수수료이익 호조로 서프라이즈 달성,신한지주,055550,기타 금융,2022-04-25,BUY,정태준,유안타증권,48000,42150,2022-04-22,"1분기 주당배당금은 400원으로 결정되었으며, 분기 중 자사주 취득 및 소각 1,500억원이 이루어진 점도 고무적.",부진 이자 정치 충당금 증시 수수료 가계 대출 대손 코로나 회하 견조 적립 배당금 결정 사주 취득 소각 점도 무적 그룹 은행 원화 출금 성장 둔화 상쇄 유가 증권 손익 금리 보험 호조 견인 판매 관리 비율 전입 카드 우량 자산 건전성 재차,https://markets.hankyung.com/pdf/2022/04/8e7abc9d5df2729f1ed1852da3c40346,8e7abc9d5df2729f1ed1852da3c40346
289,일회성 이익 제외해도 양호한 실적,KB금융,105560,기타 금융,2022-04-25,BUY,정태준,유안타증권,74000,61900,2022-04-22,"원화대출금이 가계 대출 부진으로 전분기대비 0.8% 증가했음에도 불구하고 그룹 NIM이 6bps, 은행N ING은행 비이자이익 계정재분류(소급) 기준 전년동기 대비 23.7% 감소했고 수수료 이익도 5.4% 감소한 것으로 나타나며 양호한 실적 시현.",정치 충당금 은행 환입 이자 계정 분류 제외 양호 배당 소급 부진 특이 요인 법인세 정례 배당금 지급 금액 결정 주주 환원 정책 점도 긍정 괴리 원화 출금 가계 대출 그룹 금리 증시 손익 수수료 판매 관리 비율 전입 거액 특수 채권 캐피탈 발생 인하 상적 대손 우량 자산 건전성,https://markets.hankyung.com/pdf/2022/04/c7544aaa951a877dc208ee1fd89768bd,c7544aaa951a877dc208ee1fd89768bd
290,"매출은 기대 이상, 수익성은 기대 이하",현대모비스,012330,자동차 부품,2022-04-25,BUY,김귀연,대신증권,250000,213000,2022-04-22,"현대모비스, Quantiwise 등 대형 자동차주들의 밸류에이션 부담은 제한적이나 1H22 원자재/운임 비용 상승으로 수익성 부진 불가피할 것으로 전망된다.",물량 운임 고객 원자재 밸류 제한 쇼크 이하 동화 환율 견조 외형 성장 직전 부진 회복 인상 시점 하반기 갈수록 저하 흐름 현대 모비스 증권 지표,https://markets.hankyung.com/pdf/2022/04/87763d4305c6226d90e3f8c8c0db481c,87763d4305c6226d90e3f8c8c0db481c
291,"잠시 숨고르기, 안전한 대장주",현대건설,000720,토목 건설,2022-04-25,BUY,"이동헌,이지니",대신증권,68000,44150,2022-04-22,"타깃 PBR은 국내 주요 건설사들의 2010~14년 평균치를 10% 할인 적용하고 주택 수요 급증, 유가 회복 등 과거 호황기 재연 1Q22 Review 잠시 숨고르기.",국내 건설 주택 유가 신규 하향 타깃 할인 수요 급증 회복 성장 시작 과거 호황 재연 잠시 회하 파나마 메트로 이라크 바스라 프로젝트 토목 플랜트 준공 정산 지연 일시 정체 수주 잔고 호조 우량 해외 발주 기대 현대 증권 지표,https://markets.hankyung.com/pdf/2022/04/6ca7a6b29f192965fb82e6a1fa584926,6ca7a6b29f192965fb82e6a1fa584926
292,실적과 배당 정책 모두 훌륭,하나금융지주,086790,기타 금융,2022-04-25,BUY,박혜진,대신증권,53000,48750,2022-04-22,"동사는 자회사 실적호조와 NIM개선에 따른 은행 이익 증가에 힘입어 지난 23일 1,500억원의 자사주 소각을 결의함과 동시에 내년 정관 변경을 통해 분기배당에 대한 기준을 마련할 것임을 시사했다.",대출 이자 매매 실시 퇴직 배당 우리 달성 은행 가계 증권 양호 희망 가량 사주 소각 결의 동시 내년 정관 변경 마련 것임 시사 전향 정책 환영 지배 주주 호실 자회사 호조 역성 원화 성장 견조 경쟁 거액 연체 회수 수수료 캐피탈 일반 향상 바탕 추세 외환 파생 증대 금리,https://markets.hankyung.com/pdf/2022/04/3bc4f61d8150ae267fbbb66bce2c23e5,3bc4f61d8150ae267fbbb66bce2c23e5
293,아직 분배보다는 성장이 우선,우리금융지주,316140,기타 금융,2022-04-25,BUY,박혜진,대신증권,18000,16200,2022-04-22,"우리금융 F&I 출범 이후 자회사 라인업 강화와 배당정책으로 인해 순이익 8,842억원을 기록했고, 특히 비이자이익이 상당히 양호했다.",대출 이자 자회사 호조 우리금융 진행 성장 지주 달성 카드 독보 양호 올해 출범 라인업 강화도 예정 궁극 증권사 인수 염두 사주 매입 소각 경쟁 사가 전향 배당 정책 시간 필요 분배 방점 금융 지배 주주 우리 호실 보이 가계 역성 원화 은행 견조 기업 중소기업 대기업 이용실 사의 선전,https://markets.hankyung.com/pdf/2022/04/d43b627d8439b3fd7c487a6b3eaeadb0,d43b627d8439b3fd7c487a6b3eaeadb0
294,"실적과 자본 정책,  더할 나위 없다",신한지주,055550,기타 금융,2022-04-25,BUY,박혜진,대신증권,50000,42150,2022-04-22,"금번 컨퍼런스콜에서 동사는 총주주환원율 30% 조기 달성 노력 및 현금 배당과 자사주 소각을 병행할 것임을 시사했으며 특히 지난 3월 1,500억원 규모의 매입을 진행한 바 있어 향후에도 비이자이익, 이자이익을 모두 호실적을 기록할 것으로 예상된다.",이자 달성 사주 대출 소각 매입 우려 선전 배당 자회사 은행 가계 증권 호실 금번 컨퍼런스 자본 정책 대해 발표 환원 조기 노력 현금 병행 것임 시사 연속성 추진 예정 규모 진행 수익률 호조 역성 원화 성장 견조 금리 감익 트레이딩 양호 생명 변액 보증 준비 캐피탈 조달 최초 대손,https://markets.hankyung.com/pdf/2022/04/73a52d6423bbd8db5da2f02f48dcaaef,73a52d6423bbd8db5da2f02f48dcaaef
295,원재료비 단기 급등 부담,세아베스틸지주,001430,1차 철강,2022-04-25,BUY,이태환,대신증권,28000,19150,2022-04-22,"1Q22 연결 실적은 매출액 1조 6 222억원, 영업이익 351억원과 순이익 3.3% 전망.",배당 재료 급등 스틸 강재 타깃 단기 수요 적극 성장 아베 실시 고든 장모 의거 산출 이론 망치 원부 마진 내외 니켈 폭등 비례 스크랩 매입 반도체 수급 이슈 자동차 산업 회복 지연 창원 인상 대응 특수강 경쟁력 강화 바탕 전가 환경 부로 지주 존속 지주회사 신설 회사 형태 분할,https://markets.hankyung.com/pdf/2022/04/498e10e91e7652a36bc497db0f188c85,498e10e91e7652a36bc497db0f188c85
296,"또 다시,  분기 최대 실적 경신",KB금융,105560,기타 금융,2022-04-25,BUY,박혜진,대신증권,65000,61900,2022-04-22,"1분기 순이익 1.25조원과 컨센서스1.06조원 등 총 1,143억원의 순이익을 기록한 탑라인은 2분기에도 성장하고 비용은 감소하는 호실적의 정석을 보여주었다.",대출 자회사 금리 달성 인상 업계 가능성 배당 은행 역대 증권 보험 손해 대손충당금 환입 다시 사상 최대 경신 전반 둔화 경쟁 고정 자산 리프 주기 결의 균등 계획 사주 매입 소각 항상 기준금리 측은 지배 주주 우리 어닝 서프라이즈 라인 호실 적의 정석 가계 역성 원화 성장 이자 견조,https://markets.hankyung.com/pdf/2022/04/1c1e9feb6eb3d1d4082c97940bf86e07,1c1e9feb6eb3d1d4082c97940bf86e07
297,전지박 매출 증가 시작 턴어라운드는 하반기부터,솔루스첨단소재,336370,전자부품 제조,2022-04-22,BUY,한병화,유진투자증권,120000,72800,2022-04-21,"솔루스첨단소재는 유럽 전지박 공장에서 기존 고객사들에게 약 9천억원 이상의 기수주를 확보하고 있고, 올 상반기내에 추가 수주가 확정될 예정으로 2분기 매출액과 영업이익은 1,320억원, 영업이익 6억원으로 턴어라운드가 예상된다.",소재 업체 고객 성장 유럽 공장 배터리 전기차 확보 수주 예정 국내 글로벌 생산 루스 첨단 가치 동기 전기 차용 라운드 흑자 전환 조로 장기 천억원 상반 기내 확정 캐나다 착공 하반기 공급 계약 논의 미국 수급 증설 계획 무리 달성 주력 굴절 충진재 신규 회사 가이던스 가시 이기 유사,https://markets.hankyung.com/pdf/2022/04/f0648153c4736747fd5bcef95de306eb,f0648153c4736747fd5bcef95de306eb
298,"업황 악화로 실적 감소는 불가피, 그러나 IB는 여전히 선전 중",NH투자증권,005940,금융 지원,2022-04-22,HOLD,박혜진,대신증권,15000,11050,2022-04-21,"1Q22 지배주주 순이익 1,024억원 기록으로 IB수익은 견조하게 유지되었으나 ELS 조기상환이 4조에 불과하여 수수료 수익 감소가 불가피한 상황이다.",운용 금리 거래 대금 수수료 강점 업황 에코 마켓 선전 회하 손익 상품 급등 규모 상환 인수 증권 견조하 악화 플랜트 대표 주관 오아시스 컬리 프로비 유상증자 부동산 인프라 대체 딜도 대기 지배 주주 우리 해외 주식 기간 각종 국채 마감 보유 채권 업계 자체 헤지 변동성 이연 따라서 손실,https://markets.hankyung.com/pdf/2022/04/cc67d6222b052452d5444791286792c2,cc67d6222b052452d5444791286792c2
299,"1Q 호조, 하반기 고성장 23년 XR기기향 매출 예상",인터플렉스,051370,전자부품 제조,2022-04-22,BUY,박강호,대신증권,25000,17000,2022-04-21,"삼성모바일의 프리미엄 스마트폰 갤럭시Z폴드4 출시로 영업이익 증가가 예상되며 투자의견 매수 및 목표주가 25,000원을 유지했다.",갤럭시 호조 하반기 폴드 성장 울트라 생산 디지타이저 흑자 전환 종전 판매 연성 양면 매수 산업 반도체 패키징 중심 인터 플렉스 기대 포인트 출시 내장 가능성 리즈 전자 프리미엄 스마트폰 차별 채택 더블 폰내 베트남 라인 이전 신규 상대 분석,https://markets.hankyung.com/pdf/2022/04/f1f2db67e8805b887dd123b41876eb2b,f1f2db67e8805b887dd123b41876eb2b
300,채권시장 회복이 관건,NH투자증권,005940,금융 지원,2022-04-22,BUY,정태준,유안타증권,13500,11050,2022-04-21,증권사의는 동사에 대해 단기적으로 금리가 급등할 때 대규모 손실이 발생하였으나 금리 상승은 오버슈팅이었을 가능성이 높다고 판단하고 향후 채권시장이 반등 시 트레이딩 및 상품손익도 회복될 것으로 예상했다.,금리 손실 발생 손익 정치 채권 급등 하락 기준금리 인상 추후 반등 자산 관리 신용 둔화 트레이딩 상품 증권 운용 규모 과거 일시 대규모 다시 반대 방어 종료 경향 회수 오버 슈팅 가능성 따라서 회복 위탁 매매 수수료 양호 모습 대출 금도 증시 출금 기적 과도 배당금 동기 다른 특이,https://markets.hankyung.com/pdf/2022/04/2ad29aa748bc602522cf4f091ca0a02d,2ad29aa748bc602522cf4f091ca0a02d
301,1Q22 Review : 점진적 실적 개선,솔루스첨단소재,336370,전자부품 제조,2022-04-22,BUY,김광진,유안타증권,100000,72800,2022-04-21,전지박 매출 301억원으로 유의미한 성장 달성에도 불구 전력비 상승 등에 기인한 영업적자 지속으로 영업이익 28억원(흑전반 QoQ)으로 흑자 전환 전망.,적자 성장 축소 흑자 전환 신규 수주 하향 우크라이나 이슈 전력 기대 헝가리 단계 잠정 글로벌 전기차 업체 공급 의미 달성 모멘텀 지정학적 리스크 중국 봉쇄 전사 유사 효율 양산 개시 예정 부분 구체화 안정화 기간 단축 만큼 부터 기여 하나 매수 산정 점진 증설 차질 진행 중인 장기 가치,https://markets.hankyung.com/pdf/2022/04/bd17a841b91ec1caa02a6acf08058fe0,bd17a841b91ec1caa02a6acf08058fe0
302,4680 배터리 효과의 시작,솔루스첨단소재,336370,전자부품 제조,2022-04-22,NR,정원석,하이투자증권,0,72800,2022-04-21,전지박은 생산 본격화로 매출이 4Q21 117억원에서 1분22 301억원으로 크게 증가하였으며 이는 중국 5G 투자 지연에도 불구하고 범용 제품 중심 출하가 견조했기 때문으로 분석된다.,업체 생산 공급 가동 유럽 소재 북미 배터리 시작 모멘텀 강화 국내 신규 장기 계약 하반기 예정 가파른 매수 경쟁 별로 전지 화로 주력 고객 사인 에너지 솔루션 전세계 전기차 자체 라인 중국 지연 범용 제품 중심 출하 향상 안정화 과정 정비 러시아 우크라이나 사태 전력 적자 발생 부터 대치,https://markets.hankyung.com/pdf/2022/04/7d26e636eebfeaf9d09c5498313a01ab,7d26e636eebfeaf9d09c5498313a01ab
303,"압도적 외형 성장세, 그리고 흑전",명신산업,009900,자동차 부품,2022-04-21,BUY,신윤철,하이투자증권,33000,21750,2022-04-20,"동사는 2Q22 부터 미국 텍사스 소재 심원북미 공장이 가동되기 시작하면서 물류비 부담이 더욱 완화될 것으로 기대하며 투자의견 Buy 유지, 목표주가 33,000원으로 하향한다.",북미 고객 물류 공장 선도 증대 소재 가동 중국 사의 권역 하향 적자 전환 미국 시작 일부 대부분 프레 발생 볼륨 대응 생산 올해 기적 부품 정치 사향 항공 운송 일시 텍사스 더욱 완화 국내 제작 수출 현지 조달 개시 안정 사인 현대차 그룹 정상화 압도 간의 셧다운 불확실 현상,https://markets.hankyung.com/pdf/2022/04/21903585445b7a729f5dc9d78b36af41,21903585445b7a729f5dc9d78b36af41
304,최고 매출 경신 및 높은 수익성 지속 전망. Valuation 매력 보유,해성디에스,195870,전자부품 제조,2022-04-21,BUY,박종선,유진투자증권,92000,70300,2022-04-20,"1,195(십억원) 최고 매출 경신 및 높은 수익성은 2분기와 하반기에도 달성 가능할 것으로 전망하며 소재 가격 연동 효과로 인해 ASP 상승으로 인하여 수익성 개선이 예상된다.",리드 프레임 경신 성은 하반기 공급 내년 확보 패키지 금액 보유 십억원 최대 어닝 서프라이즈 달성 제품 소재 연동 자동차 계획 기기 물량 올해 진행중 증설 예정 가동 성장 기여 개년 동안 규모 장비 자동 차용 메모 리용 수요 중장 기적 대응 긍정 적임 매력 여력 괴리율 국내외 업체 고객,https://markets.hankyung.com/pdf/2022/04/15e90ab4c499a81a385bca9520270c6e,15e90ab4c499a81a385bca9520270c6e
305,견고해진 이익 모멘텀,현대코퍼레이션,011760,상품 종합 도매,2022-04-21,BUY,이태환,대신증권,26000,18200,2022-04-20,"현대코퍼레이션, 대신증권 Research Center의 영업이익 추정치 대비 PER은 4.1배로 저평가 상태로 판단된다.",철강 현대 코퍼레이션 유가 호의 흐름 증권 타깃 원자재 강세 바탕 석유화학 외형 서구 거래 국제 연동 오만 분법 카타르 배당 금액 환경 국제사회 수입 규제 러시아 공급망 차질 단기간 해소 무역 당분간 하반기 시작 완연 회복 정치 상태 지표,https://markets.hankyung.com/pdf/2022/04/59dcd75258d0f1040477749de1f42149,59dcd75258d0f1040477749de1f42149
306,마켓 레이더: G2 주식 - 주간 데이터북(22.04.12-04.19,스튜디오드래곤,253450,방송 컨텐츠 제작,2022-04-21,BUY,"김희재, 이지은",대신증권,130000,90500,2022-04-20,"넷플릭스가 1Q22 가입자 -20만명 qok의 실적을 발표하면서 시간외 거래에서 장종료 후 전일보다 25% 하락한 반면, 글로벌 가입자는 +110만명이 달성하며 드래곤에 투자하기 적절한 시점이라고 판단된다.",가입자 넷플릭스 드래곤 하락 규모 컨텐츠 글로벌 오히려 계정 공유 작품 이용 전일 발표 우려 역대 최대 제작 방지 아시아 한국 부정 러시아 제시 가이던스 모형 산출 마감 종료 시간 거래 둔화 투자가 지금 매우 시점 수요 수도 방어 전환 위축 필요 달성 인기 업체 플랫폼 디즈니 애플 공급 미래,https://markets.hankyung.com/pdf/2022/04/146030e69d1a944de4b4ca9792599d4b,146030e69d1a944de4b4ca9792599d4b
307,좀더 확실해진 실적 개선,해성디에스,195870,전자부품 제조,2022-04-21,BUY,송명섭,하이투자증권,100000,70300,2022-04-20,"해성디에스의 1Q22 매출과 영업이익이 1,996 억원 과 483억원을 기록하여 시장 전망치를 대폭 상회하였으며 이는 동사 주요 제품의 고객향 리드 타임이 길어지고 장기 납품 계약 체결 및 원재료 가격 상승으로 인한 실적 개선의 확신이 크게 강화되었기 때문으로 보인다.",제품 생산 가능성 설비 장기 납품 계약 가동 신규 중인 올해 고객 체결 재료 인상 달러 리드 타임 배수 매우 보수 공급 급사 주문 반도체 해성 에스 망치 대폭 고정 효율 환율 결제 거의 한계 이르렀으므 점진 개시 다시 확신 강화 객향 더욱 영위 타이트 수급 것임 의미 연동 당분간,https://markets.hankyung.com/pdf/2022/04/1830b542b9210f2f6b5d2cd1f476ddae,1830b542b9210f2f6b5d2cd1f476ddae
308,단기 불확실성 해소에 대한 기대,오리온,271560,기타 식품 제조,2022-04-20,BUY,"이경신, 박이경",하이투자증권,155000,88900,2022-04-19,"베트남은 내수소비 개선세가 지속되면서 원부자재 및 유틸리티 단가 상승, 운임비 증가 등 비용부담에도 불구하고 4 월 영업실적에 대한 추가 조정 가능성이 열려있다.",가능성 봉쇄 대외 지역 러시아 리스크 변수 가동 중국 제품 인상 기대 악화 흐름 공장 소비 진행 성장 필요 일부 염두 지정학적 원부 자재 유틸리티 지배 대응 외형 정상 이슈 베트남 신제품 의미 환율 현지 하향 단기 밸류 만원 전월 환경 완화 눈높이 운임 최소 오픈 채널 효율 전략 직접,https://markets.hankyung.com/pdf/2022/04/6e8d64d3e17f7ed18f59b70def914738,6e8d64d3e17f7ed18f59b70def914738
309,비우호적인 영업환경,오리온,271560,기타 식품 제조,2022-04-20,BUY,박은정,유안타증권,130000,88900,2022-04-19,오리온은 원부자재/물류비 상승 외에 우크라이나 사태로 루블 가치가 하락하며 이중고를 겪는 중으로 1분기 실적 컨센서스에 부합했지만 4월에는 3월 대비 경소상 주문량이 다소 개선된 것으로 파악되고 있다.,중국 법인 성장 베트남 러시아 중이 하락 기비 한국 봉쇄 소상 저하 공장 인상 오리온 호적 외부 도시 출고 판매 현지 통화 리수 추산 사적 글로벌 원자재 유틸리티 존재 모습 효율 방어 기저 합산 상해 정상 가동 시작 추후 지역 조치 탄력 생산 운영 준비 원부 자재 물류 우크라이나 사태,https://markets.hankyung.com/pdf/2022/04/c51f7f7c5ca476a7d3b87ab6fbcb7928,c51f7f7c5ca476a7d3b87ab6fbcb7928
310,보여지는 것 이상의 거대한 잠재성,이엠텍,091120,전자부품 제조,2022-04-20,BUY,한경래,대신증권,65000,41650,2022-04-19,BAT향 중장기 높은 성장성 및 헬스케어 사업 본격화에 주목할 필요.,전자담배 성장 스케 모델 라인업 고객 호조 기대 부품 흐름 가능 인기 차별 확보 가세 모든 만큼 중장 기적 기업 가치 최대 플래그 제품 메인 공급 판매 동반 일부 예정 베트남 국내 수입 잠정 물량 추세 가면 장기 주목 필요 사인 스웨덴 업체 중반 단일 이엠텍 하반기 프로 슬림 우선,https://markets.hankyung.com/pdf/2022/04/d4bee7c224101ad81bd2e480bc718064,d4bee7c224101ad81bd2e480bc718064
311,혹시 영끌 중이신가요?,고려신용정보,049720,사업지원 서비스,2022-04-20,NR,김현기,하이투자증권,0,8790,2022-04-18,액면가 500원 채권추심업 1 위 M/S 동사는 건전성이 악화될수록 부실채권이 회수되는 효과로 인해 매출 증진의 주요 요인으로 작용하고 있다.,채권 추심 금융 신용 영위 확보 회수 인상 민원 행업 이상은 발생 업계 인력 전국 네트워크 지원 종료 부실 금리 이자 성장 액면가 용역 전부 이기 우수 증진 요인 수주 채권물량 강점 건전성 악화 코로나 연장 예정 대출 그동안 관리 채권자 유동성 채무자 회복 촉진 질서 거래 관행 확립 당국,https://markets.hankyung.com/pdf/2022/04/4c6c545e7085eb8c949e8a7244e74e43,4c6c545e7085eb8c949e8a7244e74e43
312,2분기부터 신작 퍼레이드,넷마블,251270,소프트웨어 개발,2022-04-19,BUY,정의훈,유진투자증권,146000,103000,2022-04-18,"넷마블은 1분기 SpinX의 매출과 인건비, 마케팅비 등의 영업비용이 증가하면서 기존 게임 매출이 감소할 전망이다.",게임 신작 토큰 위해 세븐 넷마블 부재 인수 인건비 마케팅 상각 단언 구도 회복 사용 발표 밸런스 원작 수집 장르 이기 나이 초기 하반기 모두의마블 메타 월드 오버 프라임 블록 체인 기대 출시 예정 모멘텀 당분간,https://markets.hankyung.com/pdf/2022/04/8a77501e6dc0088ae1e19f778ad20728,8a77501e6dc0088ae1e19f778ad20728
313,반려동물 건강의 동반자로서 성장성 가속화,진시스템,363250,의료기기 제조,2022-04-18,NR,이상헌,하이투자증권,0,13350,2022-04-15,"반려동물의 건강을 위해 분자진단 시스템, 바이오칩 등 진단 및 검사 시장의 규모가 지속적으로 성장할 것으로 예상된다.",진단 반려동물 분자 키트 성장 출시 검사 질병 진료 기기 바이오 활용 장비 의료 위해 기술 유전자 증폭 시간 단축 결과 제품군 시스템 반응 시약 분할 공급 모델 아프리카 유럽 아시아 주로 해외 거래처 납품 코로나 팬데믹 기점 인프라 개발도상국 중심 노령화 여러 스케 산업 건강 규모 면역 방식 신속성,https://markets.hankyung.com/pdf/2022/04/2681c48be2a7917cfd6eac5c6d9156b5,2681c48be2a7917cfd6eac5c6d9156b5
314,"최대 실적 달성, 2분기도 최대 실적 전망",고영,098460,특수 목적용 기계 제조,2022-04-18,BUY,박종선,유진투자증권,26000,18700,2022-04-15,1분기 매출에서 반도체 검사장비와 투명체검사장비 등이 역대 분기 최대 실적을 달성했으며 특히 메모리반도체와 디스플레이 장비 등의 신규 제품들이 큰 폭의 실적 성장을 견인할 것으로 전망된다.,장비 검사 반도체 투명체 신규 제품 성장 대치 긍정 역대 최대 달성 것임 이외 차지 국내 미국 유럽 중국 자동차 전방 회복 하반기 갈수록 점차 견인 여력 괴리율 보유 종업 할증 거래,https://markets.hankyung.com/pdf/2022/04/85e92d2e359c794c2d70ef0e83ca6afa,85e92d2e359c794c2d70ef0e83ca6afa
315,역대 최고 수익성 보이며 실적 성장 지속. 목표주가 상향,해성디에스,195870,전자부품 제조,2022-04-18,BUY,박종선,유진투자증권,92000,64000,2022-04-15,동사는 원자재 가격 상승 부담에도 불구하고 분기별 매출액은 전분기 대비 높은 성장과 함께 최고 실적을 경신해왔으며 영업이익도 큰 폭의 상승세를 보이고 있다.,원자재 환율 성장 긍정 생산 보유 십억원 역대 보이 대치 경신 구리 대부분 연동 가동 고부 제품 달러 공정 수주 물량 확보 매력 여력 괴리율 할인 요인 변동성 성의 우려,https://markets.hankyung.com/pdf/2022/04/e2cffa0eea494743dfee04ea3084d800,e2cffa0eea494743dfee04ea3084d800
316,실적 좋은 인플레이션 수혜주,진성티이씨,036890,특수 목적용 기계 제조,2022-04-18,BUY,한병화,유진투자증권,18000,11200,2022-04-15,"진성티이씨는 글로벌 건설기계 수요 전망 강화, 지나친 저평가 상태 각종 광물과 농산물 가격의 상승 등으로 인해 마진율 하락을 멈추고 정상화되고 있다.",건설 기계 중국 수요 글로벌 러시아 진성 이씨 업체 진행 인플레이션 에너지 상위 국가 모든 상품 인프라 집행 견조 판매 인상 환율 여파 마진 하락 정상화 추세 망치 달성 조짐 혜주 찾기 전쟁 종료 경제 제재 밀착 서방국가 긴장 유발 냉전 체제 원유 천연가스 석탄 공급 최대 소비 전략 결합,https://markets.hankyung.com/pdf/2022/04/73de0c913e0ed3c2beea20ff9a9c3ce2,73de0c913e0ed3c2beea20ff9a9c3ce2
317,애널리스트 데이 후기 및 코멘트,한샘,009240,생활용품 도매,2022-04-18,BUY,김기룡,유안타증권,112000,79000,2022-04-15,한샘은 중장기 사업 목표와 전략으로 홈리모델링 스타트업에 적극적인 투자를 통한 협업 확대 계획을 제시했다.,시공 전략 대해 과정 주주 가능성 장기 혁신 대화 적극 모색 제시 강화 계획 홈리 모델링 성장 정책 점진 사주 프로세스 고객 경험 운영 효율 기회 이외 아카데미 신설 관리자 제도 도입 인력 역량 오프라인 매장 패키지 라인업 다양 소비 공략 발굴 상담 일련 표준화 바탕 미국 일본 사업자 제휴,https://markets.hankyung.com/pdf/2022/04/33e1d2a4a39250eefd098285332c4246,33e1d2a4a39250eefd098285332c4246
